IDN4,obec,IDN2,nationality_majority,SK-2021-rate,HU-2021-rate,RMY-2021-rate,RUE-2021-rate
518743,Selce (KA),6,SK,96.8%,3.2%,0.0%,0.0%
518751,Senohrad,6,SK,95.6%,0.0%,0.1%,0.0%
518760,Sielnica,6,SK,96.5%,0.1%,1.6%,0.0%
518794,Slatinské Lazy,6,SK,95.9%,0.2%,0.2%,0.0%
518808,Sliač,6,SK,95.5%,0.4%,0.0%,0.1%
518816,Stará Huta,6,SK,95.0%,0.0%,0.0%,0.0%
518824,Stožok,6,SK,96.7%,0.1%,0.1%,0.1%
518832,Sudince,6,SK,100.0%,0.0%,0.0%,0.0%
518841,Súdovce,6,SK,92.8%,0.5%,2.4%,0.0%
518867,Terany,6,SK,94.7%,0.5%,0.2%,0.0%
518875,Tŕnie,6,SK,96.3%,0.5%,0.0%,0.5%
518883,Trpín,6,SK,94.4%,0.0%,0.0%,0.0%
518891,Turová,6,SK,98.4%,0.0%,0.2%,0.0%
518905,Uňatín,6,SK,94.9%,0.0%,0.0%,0.0%
518913,Sverepec,3,SK,96.2%,0.0%,0.0%,0.0%
518921,Vígľaš,6,SK,94.4%,0.1%,1.6%,0.0%
518930,Vígľašská Huta-Kalinka,6,SK,95.0%,0.0%,0.0%,0.0%
518956,Zemiansky Vrbovok,6,SK,96.2%,0.0%,0.0%,0.0%
518964,Vaniškovce,7,SK,99.4%,0.0%,0.3%,0.0%
518972,Zvolenská Slatina,6,SK,93.4%,0.1%,0.5%,0.0%
518981,Železná Breznica,6,SK,98.6%,0.0%,0.0%,0.0%
518999,Žibritov,6,SK,91.8%,1.4%,0.0%,0.0%
519006,Bardejov,7,SK,87.7%,0.1%,1.5%,2.3%
519014,Abrahámovce (BJ),7,SK,98.5%,0.3%,0.0%,0.0%
519022,Andrejová,7,SK,85.1%,0.3%,3.1%,6.9%
519049,Bartošovce,7,SK,98.2%,0.0%,0.0%,0.1%
519057,Becherov - Бехерів,7,SK,56.4%,0.0%,4.6%,32.9%
519065,Beloveža,7,SK,87.1%,0.1%,0.0%,10.8%
519073,Bogliarka,7,SK,79.6%,1.0%,0.0%,15.5%
519081,Brezov,7,SK,95.7%,0.0%,0.0%,0.0%
519090,Brezovka,7,SK,93.3%,0.0%,0.0%,0.0%
519103,Buclovany,7,SK,98.1%,0.0%,0.0%,0.0%
519111,Cigeľka,7,SK,94.9%,0.0%,2.0%,1.4%
519138,Dubinné,7,SK,98.5%,0.0%,0.0%,0.3%
519154,Frička,7,SK,73.3%,0.0%,14.2%,9.4%
519162,Fričkovce,7,SK,94.4%,0.0%,0.0%,0.3%
519171,Gaboltov,7,SK,95.3%,0.0%,0.4%,1.2%
519189,Gerlachov (BJ),7,SK,86.0%,0.1%,3.7%,8.4%
519197,Giraltovce,7,SK,86.8%,0.1%,2.0%,0.3%
519201,Hankovce (BJ),7,SK,99.1%,0.0%,0.0%,0.0%
519219,Harhaj,7,SK,97.3%,0.8%,0.0%,0.4%
519227,Hažlín,7,SK,96.1%,0.0%,0.0%,0.7%
519235,Hertník,7,SK,99.1%,0.0%,0.2%,0.1%
519243,Hervartov,7,SK,99.2%,0.0%,0.0%,0.6%
519251,Hrabovec,7,SK,96.1%,0.0%,0.0%,1.4%
519260,Hrabské,7,SK,88.2%,0.0%,5.1%,2.5%
519278,Hutka,7,SK,77.1%,0.0%,3.1%,16.7%
519286,Chmeľová - Хмелёва,7,SK,64.2%,0.0%,0.0%,30.4%
519294,Janovce,7,SK,97.6%,0.0%,0.0%,0.0%
519308,Jedlinka - Ялинкы,7,SK,73.8%,0.0%,0.0%,22.5%
519316,Kalnište,7,SK,99.8%,0.0%,0.0%,0.0%
519324,Kľušov,7,SK,95.2%,0.0%,0.0%,0.5%
519332,Kobylnice,7,SK,94.4%,0.0%,0.0%,2.2%
519341,Kobyly,7,SK,99.1%,0.0%,0.0%,0.1%
519359,Kochanovce (BJ),7,SK,100.0%,0.0%,0.0%,0.0%
519367,Komárov,7,SK,97.8%,0.0%,0.2%,0.0%
519375,Koprivnica,7,SK,98.5%,0.2%,0.0%,0.2%
519383,Kožany,7,SK,76.9%,0.0%,1.9%,1.0%
519391,Kračúnovce,7,SK,98.9%,0.1%,0.0%,0.2%
519405,Krivé,7,SK,97.2%,0.0%,0.0%,1.9%
519413,Kríže,7,SK,95.3%,0.0%,0.0%,3.1%
519421,Kružlov,7,SK,91.2%,0.0%,0.5%,5.7%
519430,Kučín (BJ),7,SK,96.9%,0.0%,0.0%,0.0%
519448,Kuková,7,SK,95.3%,0.0%,0.1%,0.4%
519456,Kurima,7,SK,96.2%,0.1%,0.8%,0.3%
519464,Kurov,7,SK,90.4%,0.0%,0.4%,6.8%
519472,Lascov,7,SK,97.1%,0.0%,0.2%,0.0%
519481,Lenartov,7,SK,91.7%,0.0%,4.8%,0.3%
519499,Lipová (BJ),7,SK,95.7%,0.0%,0.0%,1.4%
519502,Livov,7,SK,93.5%,0.0%,0.0%,3.2%
519511,Livovská Huta,7,SK,84.4%,0.0%,0.0%,13.3%
519529,Lopúchov,7,SK,98.7%,0.0%,0.0%,0.0%
519537,Lúčka (SK),7,SK,97.7%,0.2%,1.0%,0.0%
519545,Lukavica (BJ),7,SK,99.5%,0.0%,0.0%,0.0%
519553,Lukov,7,SK,92.3%,0.0%,3.1%,2.6%
519561,Lužany pri Topli,7,SK,99.2%,0.0%,0.0%,0.0%
519570,Malcov,7,SK,96.4%,0.0%,1.1%,0.4%
519588,Marhaň,7,SK,94.3%,0.1%,0.7%,0.2%
519596,Mičakovce,7,SK,99.2%,0.0%,0.0%,0.0%
519600,Mikulášová - Никлёва,7,SK,73.0%,0.0%,0.0%,23.8%
519618,Mokroluh,7,SK,97.8%,0.0%,0.0%,0.3%
519626,Nemcovce (BJ),7,SK,99.6%,0.0%,0.0%,0.0%
519634,Nižná Polianka,7,SK,78.3%,0.0%,0.0%,19.0%
519642,Nižná Voľa,7,SK,96.4%,0.0%,0.0%,0.7%
519669,Nižný Tvarožec,7,SK,86.8%,0.0%,0.7%,7.1%
519677,Oľšavce,7,SK,97.6%,0.0%,0.0%,0.0%
519685,Ondavka - Ондавка,7,XU,33.3%,0.0%,0.0%,66.7%
519693,Ortuťová,7,SK,83.9%,0.5%,2.6%,11.5%
519707,Osikov,7,SK,99.7%,0.0%,0.0%,0.1%
519715,Petrová,7,SK,90.3%,0.0%,2.8%,4.5%
519723,Poliakovce,7,SK,96.3%,0.0%,0.0%,0.3%
519731,Porúbka (BJ),7,SK,96.4%,0.4%,0.0%,0.0%
519740,Regetovka,7,SK,93.5%,0.0%,0.0%,0.0%
519758,Rešov,7,SK,93.4%,0.0%,0.0%,3.3%
519766,Richvald,7,SK,97.8%,0.0%,0.2%,0.1%
519774,Rokytov,7,SK,93.3%,0.0%,4.5%,0.4%
519782,Smilno,7,SK,97.3%,0.0%,0.0%,1.3%
519791,Snakov,7,SK,80.0%,0.0%,12.6%,5.0%
519804,Stebnícka Huta,7,SK,95.6%,0.0%,0.0%,0.5%
519812,Stebník,7,SK,88.5%,0.0%,0.0%,9.2%
519821,Stuľany,7,SK,99.5%,0.0%,0.0%,0.0%
519839,Sveržov,7,SK,99.0%,0.0%,0.6%,0.0%
519847,Šarišské Čierne,7,SK,77.0%,0.0%,2.7%,18.3%
519855,Šašová,7,SK,87.8%,0.0%,10.4%,1.2%
519863,Šiba,7,SK,98.6%,0.0%,0.0%,0.5%
519871,Tarnov,7,SK,96.0%,0.0%,0.0%,1.0%
519880,Tročany,7,SK,97.9%,0.0%,0.0%,0.0%
519901,Varadka,7,XR,34.3%,0.0%,52.4%,8.5%
519910,Vyšná Polianka - Вышня Полянка,7,XU,48.6%,0.0%,0.9%,50.5%
519928,Vyšná Voľa,7,SK,99.7%,0.0%,0.0%,0.0%
519936,Raslavice,7,SK,97.6%,0.0%,1.4%,0.1%
519944,Vyšný Kručov,7,SK,99.3%,0.0%,0.0%,0.0%
519952,Vyšný Tvarožec - Вышнїй Тварожець,7,SK,70.2%,0.0%,0.0%,27.3%
519961,Zborov,7,SK,90.5%,0.1%,5.9%,0.3%
519979,Zlaté,7,SK,98.7%,0.1%,0.0%,0.1%
519987,Železník,7,SK,98.9%,0.0%,0.0%,0.2%
519995,Želmanovce,7,SK,98.5%,0.3%,0.0%,0.0%
520004,Humenné,7,SK,84.5%,0.1%,0.5%,4.3%
520012,Adidovce,7,SK,95.2%,0.0%,0.0%,0.0%
520021,Baškovce (HE),7,SK,99.0%,0.0%,0.0%,0.2%
520039,Belá nad Cirochou,7,SK,97.3%,0.0%,0.1%,0.4%
520055,Brekov,7,SK,97.7%,0.2%,0.4%,0.2%
520063,Brestov (HE),7,SK,96.5%,0.0%,0.8%,1.2%
520071,Brestov nad Laborcom,7,SK,55.7%,0.0%,27.4%,8.5%
520080,Brezovec - Березовець,7,SK,53.8%,7.7%,0.0%,33.3%
520098,Čabalovce - Чабалівцї,7,SK,68.3%,0.0%,0.0%,25.5%
520101,Čabiny - Грабова Розтока,7,SK,47.8%,0.0%,0.0%,43.4%
520110,Černina,7,SK,99.4%,0.0%,0.0%,0.0%
520128,Čertižné - Чертижне,7,XU,43.3%,0.6%,0.0%,51.4%
520136,Čukalovce - nan,7,SK,60.5%,0.0%,0.0%,32.7%
520152,Dedačov,7,SK,99.4%,0.0%,0.0%,0.0%
520161,Dlhé nad Cirochou,7,SK,97.6%,0.0%,0.2%,0.1%
520179,Dúbrava (SV),7,SK,84.4%,0.5%,0.0%,11.8%
520187,Habura - nan,7,SK,50.3%,0.0%,0.0%,42.8%
520195,Hankovce (HE),7,SK,99.0%,0.0%,0.0%,0.4%
520209,Hostovice,7,SK,71.0%,0.4%,0.0%,18.7%
520217,Hrabová Roztoka - nan,7,SK,70.2%,0.0%,0.0%,24.6%
520225,Hrabovec nad Laborcom,7,SK,97.8%,0.0%,0.0%,1.2%
520233,Hrubov,7,SK,98.5%,0.2%,0.6%,0.2%
520241,Hudcovce,7,SK,97.5%,0.0%,0.0%,0.3%
520250,Rokytov pri Humennom,7,SK,79.6%,0.0%,0.7%,14.3%
520268,Chlmec,7,SK,96.6%,0.2%,0.0%,1.7%
520276,Jabloň,7,SK,98.5%,0.0%,0.0%,1.0%
520284,Jalová - Ялова,7,SK,70.3%,1.6%,0.0%,20.3%
520292,Jankovce,7,SK,97.0%,0.0%,0.0%,1.9%
520314,Kalinov - Калинів,7,SK,65.5%,0.0%,0.0%,29.5%
520322,Kalná Roztoka - Кална Розтока,7,SK,66.2%,0.0%,0.4%,30.4%
520331,Kamenica nad Cirochou,7,SK,94.2%,0.2%,1.1%,0.6%
520349,Kamienka (HE),7,SK,97.3%,0.0%,0.6%,0.4%
520357,Karná,7,SK,93.4%,0.0%,4.1%,0.0%
520365,Klenová - Кленова,7,SK,65.6%,0.0%,2.2%,28.9%
520373,Kochanovce (HE),7,SK,97.0%,0.0%,0.0%,1.5%
520381,Kolbasov,7,SK,77.9%,0.0%,0.0%,17.6%
520390,Kolonica - Колоніця,7,SK,78.3%,0.4%,0.0%,20.4%
520403,Koškovce,7,SK,96.7%,0.0%,0.0%,0.9%
520411,Krásny Brod - Красный Брід,7,SK,51.0%,0.0%,0.9%,43.3%
520438,Ladomirov - Ладомирів,7,SK,71.2%,0.7%,1.1%,23.2%
520446,Lieskovec (HE),7,SK,99.5%,0.2%,0.0%,0.0%
520454,Ľubiša,7,SK,97.8%,0.0%,0.5%,0.5%
520462,Lukačovce,7,SK,94.2%,0.0%,0.0%,0.4%
520471,Medzilaborce - Меджілабірцї,7,SK,58.7%,0.2%,2.0%,28.0%
520489,Michajlov,7,SK,80.5%,0.0%,0.0%,13.4%
520497,Modra nad Cirochou,7,SK,98.8%,0.4%,0.1%,0.1%
520501,Myslina,7,SK,96.7%,0.0%,0.5%,0.0%
520519,Ňagov - Няґів,7,SK,56.9%,0.0%,0.0%,40.8%
520527,Nechválova Polianka - Нехвалёва Полянка,7,SK,75.7%,0.0%,0.0%,20.3%
520535,Nižná Jablonka,7,SK,73.5%,0.0%,0.7%,12.9%
520543,Nižné Ladičkovce,7,SK,97.9%,0.0%,0.0%,0.6%
520551,Nová Sedlica,7,SK,79.7%,0.0%,0.0%,16.3%
520560,Ohradzany,7,SK,98.7%,0.0%,0.0%,0.6%
520578,Oľka - Олька,7,SK,56.9%,0.0%,0.4%,39.6%
520586,Oľšinkov - Вільшинків,7,XU,20.0%,0.0%,0.0%,65.0%
520594,Osadné - Осадне,7,SK,54.0%,0.0%,23.3%,20.7%
520616,Palota - Палота,7,SK,69.9%,0.0%,1.0%,25.9%
520624,Papín,7,SK,96.4%,0.0%,0.0%,1.2%
520632,Parihuzovce,7,SK,75.0%,0.0%,0.0%,10.0%
520641,Pčoliné - Пчолине,7,SK,66.1%,0.0%,0.0%,28.1%
520659,Pichne,7,SK,73.7%,0.0%,0.0%,17.5%
520667,Porúbka (HE),7,SK,96.5%,0.4%,0.0%,0.8%
520675,Príslop - Присліп,7,SK,66.0%,0.0%,0.0%,23.4%
520683,Ptičie,7,SK,94.7%,0.0%,0.0%,0.8%
520691,Radvaň nad Laborcom,7,SK,75.5%,0.0%,5.1%,17.3%
520705,Repejov - Репеїв,7,SK,57.1%,2.5%,0.0%,31.9%
520713,Roškovce - Рошківцї,7,SK,53.2%,0.0%,0.0%,43.3%
520721,Rovné (HE),7,SK,96.8%,0.0%,0.2%,0.9%
520730,Runina - Рунина,7,XU,29.9%,0.0%,0.0%,62.3%
520748,Ruská Volová,7,SK,77.6%,0.0%,0.0%,17.6%
520764,Ruský Potok - Руськый Потік,7,SK,63.6%,0.0%,0.0%,34.1%
520772,Slovenská Volová,7,SK,92.7%,0.0%,1.8%,0.4%
520781,Slovenské Krivé,7,SK,97.5%,0.0%,0.0%,1.7%
520802,Snina,7,SK,84.1%,0.1%,0.6%,5.7%
520811,Stakčínska Roztoka - Стащіньска Ростока,7,SK,73.8%,0.0%,0.0%,22.2%
520829,Stakčín,7,SK,76.5%,0.0%,0.9%,15.3%
520845,Strihovce - Стриговець,7,SK,68.3%,0.0%,0.0%,26.8%
520853,Sukov - Суків,7,SK,61.4%,0.0%,0.7%,30.7%
520861,Svetlice - Светліцї,7,SK,61.8%,0.0%,0.0%,34.8%
520870,Šmigovec,7,SK,76.5%,0.0%,0.0%,16.0%
520888,Topoľa - Тополя,7,SK,57.9%,0.0%,0.0%,34.6%
520896,Topoľovka,7,SK,96.2%,0.0%,0.0%,0.8%
520900,Turcovce,7,SK,98.7%,0.0%,0.0%,0.3%
520918,Ubľa,7,SK,69.7%,0.1%,0.6%,18.6%
520926,Udavské,7,SK,95.1%,0.0%,0.0%,1.9%
520934,Ulič,7,SK,73.2%,0.0%,1.5%,19.5%
520942,Uličské Krivé - Уліцьке Криве,7,SK,74.3%,0.0%,0.0%,21.2%
520951,Valentovce,7,SK,85.7%,0.0%,0.0%,11.9%
520977,Veľopolie,7,SK,98.3%,0.0%,0.0%,0.8%
520985,Víťazovce,7,SK,97.7%,0.0%,0.3%,0.3%
520993,Volica - Воліця,7,SK,62.9%,0.0%,0.0%,33.7%
521001,Výrava - Вырава,7,SK,72.0%,0.0%,4.2%,20.1%
521019,Vyšná Jablonka - Вышня Яблінка,7,SK,45.1%,0.0%,0.0%,39.2%
521027,Vyšné Ladičkovce,7,SK,97.3%,0.0%,0.0%,0.5%
521035,Vyšný Hrušov,7,SK,93.4%,0.0%,2.5%,0.2%
521043,Závadka (HE),7,SK,98.7%,0.0%,0.2%,0.0%
521051,Zboj - Збой,7,SK,73.7%,0.0%,0.0%,20.4%
521060,Zbojné - Збійне,7,SK,63.0%,0.0%,0.0%,29.6%
521078,Zbudská Belá - Збудьска Біла,7,SK,49.1%,0.0%,0.0%,47.4%
521086,Zbudské Dlhé,7,XR,25.5%,0.0%,69.8%,0.5%
521108,Zemplínske Hámre,7,SK,95.5%,0.1%,0.0%,1.6%
521116,Zubné,7,SK,83.1%,0.0%,0.0%,16.1%
521141,Bačkovík,8,SK,90.3%,0.0%,7.8%,0.2%
521159,Baška,8,SK,98.2%,0.0%,0.0%,0.4%
521167,Belža,8,SK,95.9%,0.5%,0.5%,0.0%
521175,Beniakovce,8,SK,96.1%,0.4%,0.6%,0.0%
521183,Bidovce,8,SK,95.6%,1.3%,0.8%,0.2%
521191,Blažice,8,SK,96.0%,0.3%,1.4%,0.0%
521205,Bohdanovce,8,SK,97.0%,0.6%,0.6%,0.3%
521213,Boliarov,8,SK,85.4%,0.0%,4.4%,0.0%
521221,Budimír,8,SK,94.6%,0.9%,0.2%,0.2%
521248,Bukovec (KS),8,SK,95.4%,0.6%,0.0%,0.1%
521256,Bunetice,8,SK,97.8%,0.0%,0.0%,0.0%
521264,Buzica - Buzita,8,HU,46.9%,48.5%,1.1%,0.0%
521272,Cestice - Szeszta,8,SK,60.4%,33.6%,0.0%,0.1%
521281,Čakanovce (KS),8,SK,76.6%,0.1%,20.2%,0.0%
521299,Čaňa,8,SK,88.9%,0.4%,5.3%,0.2%
521302,Čečejovce,8,SK,78.9%,15.2%,0.1%,0.1%
521311,Čižatice,8,SK,96.9%,0.2%,0.0%,0.0%
521329,Debraď - Debrőd,8,HU,33.3%,56.5%,0.0%,0.0%
521337,Drienovec,8,SK,52.2%,15.6%,15.6%,0.0%
521345,Družstevná pri Hornáde,8,SK,91.4%,0.1%,3.3%,0.1%
521353,Ďurďošík,8,SK,97.3%,0.7%,0.0%,0.7%
521361,Ďurkov,8,SK,91.7%,0.6%,3.3%,0.0%
521370,Geča,8,SK,95.3%,0.2%,1.5%,0.3%
521388,Gyňov,8,SK,97.3%,0.3%,0.0%,0.0%
521396,Hačava,8,SK,84.2%,0.0%,1.5%,13.3%
521400,Haniska (KS),8,SK,98.2%,0.3%,0.0%,0.0%
521418,Herľany,8,SK,97.2%,0.7%,0.0%,1.4%
521426,Hodkovce,8,SK,96.8%,0.3%,0.0%,0.0%
521442,Hrašovík,8,SK,93.5%,0.3%,0.0%,0.3%
521469,Hýľov,8,SK,98.4%,0.2%,0.0%,0.0%
521477,Chrastné,8,SK,91.1%,0.8%,3.8%,0.6%
521485,Janík - Jánok,8,SK,57.2%,38.8%,0.3%,0.2%
521493,Jasov,8,SK,70.1%,5.2%,2.1%,0.1%
521507,Kalša,8,SK,97.1%,0.3%,0.0%,0.0%
521523,Kecerovce,8,SK,62.7%,0.0%,32.6%,0.0%
521540,Kecerovský Lipovec,8,SK,97.3%,0.9%,0.0%,0.0%
521558,Kokšov-Bakša,8,SK,96.8%,0.1%,0.2%,0.0%
521566,Komárovce - Komaróc,8,HU,39.8%,59.0%,0.0%,0.0%
521574,Košická Belá,8,SK,96.8%,0.7%,0.0%,0.1%
521582,Košická Polianka,8,SK,93.5%,0.4%,0.6%,0.0%
521591,Košické Oľšany,8,SK,87.9%,0.4%,3.1%,0.0%
521604,Košický Klečenov,8,SK,96.3%,0.3%,0.0%,0.0%
521612,Kráľovce,8,SK,92.1%,0.1%,2.9%,0.2%
521639,Kysak,8,SK,95.4%,0.5%,0.0%,0.1%
521655,Malá Ida,8,SK,92.0%,1.4%,0.0%,0.3%
521663,Malá Lodina,8,SK,93.4%,3.1%,0.0%,0.9%
521671,Medzev,8,SK,82.8%,1.0%,3.1%,0.1%
521680,Mokrance - Makranc,8,SK,75.3%,22.7%,0.1%,0.0%
521698,Moldava nad Bodvou - Szepsi,8,SK,52.4%,28.1%,15.3%,0.1%
521701,Mudrovce,8,SK,90.8%,0.0%,0.0%,1.5%
521728,Nižná Kamenica,8,SK,98.6%,0.0%,0.0%,0.0%
521736,Nižná Myšľa,8,SK,91.9%,0.1%,0.8%,0.5%
521744,Nižný Čaj,8,SK,90.9%,0.0%,6.6%,0.0%
521752,Nižný Klátov,8,SK,94.1%,0.5%,0.0%,0.1%
521761,Nižný Lánec - Alsólánc,8,HU,25.3%,68.7%,0.4%,0.0%
521779,Turnianska Nová Ves - Tornaújfalu,8,HU,17.5%,81.8%,0.0%,0.0%
521787,Nováčany,8,SK,88.5%,0.7%,3.6%,0.0%
521795,Nová Polhora,8,SK,97.8%,0.2%,0.0%,0.4%
521809,Nový Salaš,8,SK,96.8%,0.0%,0.5%,0.9%
521817,Obišovce,8,SK,97.2%,0.2%,0.0%,0.4%
521825,Olšovany,8,SK,99.0%,0.0%,0.4%,0.0%
521833,Opátka,8,SK,96.1%,0.0%,0.0%,0.0%
521841,Opiná,8,SK,98.5%,0.0%,0.0%,0.0%
521850,Paňovce,8,SK,91.7%,5.4%,0.0%,0.5%
521868,Peder - Péder,8,HU,30.8%,67.4%,0.0%,0.3%
521876,Perín-Chym - Perény - Hím,8,SK,72.7%,21.6%,0.0%,0.0%
521884,Ploské (KS),8,SK,94.4%,0.1%,0.4%,0.1%
521892,Poproč (KS),8,SK,93.7%,0.4%,0.0%,0.2%
521906,Rákoš (KS),8,SK,93.6%,0.8%,0.0%,0.0%
521914,Rankovce,8,SK,85.8%,0.0%,9.0%,0.0%
521922,Rešica - Reste,8,HU,26.3%,71.3%,0.0%,0.0%
521931,Rozhanovce,8,SK,91.3%,0.4%,1.9%,0.3%
521949,Rudník (KS),8,SK,96.1%,0.3%,0.0%,0.2%
521957,Ruskov,8,SK,95.0%,0.3%,0.1%,0.1%
521965,Sady nad Torysou,8,SK,89.8%,1.1%,0.6%,0.3%
521973,Seňa,8,SK,86.4%,8.4%,1.0%,0.0%
521981,Skároš,8,SK,94.9%,0.0%,2.7%,0.1%
522007,Slanec,8,SK,91.3%,0.5%,2.4%,0.0%
522015,Slanská Huta,8,SK,96.2%,0.4%,0.0%,0.0%
522023,Slanské Nové Mesto,8,SK,97.6%,0.0%,0.0%,0.2%
522031,Sokoľ,8,SK,96.0%,0.7%,1.0%,0.0%
522040,Svinica,8,SK,91.8%,1.0%,1.5%,0.4%
522066,Šemša,8,SK,94.6%,0.8%,0.0%,0.1%
522074,Štós,8,SK,84.4%,0.8%,2.8%,0.0%
522082,Trebejov,8,SK,95.1%,0.5%,0.5%,0.0%
522091,Trsťany,8,SK,99.0%,0.0%,0.0%,0.0%
522104,Trstené pri Hornáde,8,SK,95.7%,0.3%,0.1%,0.1%
522121,Vajkovce,8,SK,88.4%,1.0%,1.0%,0.5%
522139,Valaliky,8,SK,90.8%,0.4%,1.7%,0.1%
522147,Veľká Ida,8,SK,49.1%,7.5%,36.5%,0.1%
522155,Veľká Lodina,8,SK,74.2%,0.3%,21.4%,0.0%
522163,Vtáčkovce,8,SK,64.7%,0.2%,30.0%,0.1%
522171,Vyšná Hutka,8,SK,95.1%,0.2%,0.2%,0.8%
522180,Vyšná Kamenica,8,SK,98.2%,0.6%,0.0%,0.0%
522198,Vyšná Myšľa,8,SK,94.6%,0.4%,2.6%,0.0%
522201,Vyšný Čaj,8,SK,98.5%,0.9%,0.0%,0.0%
522210,Vyšný Klátov,8,SK,96.8%,0.9%,0.0%,0.0%
522244,Zlatá Idka,8,SK,93.9%,1.0%,0.8%,0.0%
522252,Žarnov - Zsarnó,8,HU,36.3%,54.5%,0.5%,0.0%
522261,Ždaňa,8,SK,91.4%,0.2%,0.8%,0.0%
522279,Michalovce,8,SK,88.1%,0.3%,0.3%,0.3%
522287,Bajany,8,SK,91.1%,6.0%,0.2%,0.0%
522295,Bánovce nad Ondavou,8,SK,97.3%,0.3%,0.0%,0.4%
522309,Baškovce (SO),8,SK,95.3%,0.0%,0.0%,0.4%
522317,Beňatina,8,SK,86.2%,0.0%,0.0%,6.9%
522325,Bežovce,8,SK,97.9%,0.1%,0.8%,0.1%
522333,Blatná Polianka,8,SK,93.4%,0.0%,2.4%,0.0%
522341,Blatné Remety,8,SK,76.6%,0.2%,16.2%,0.3%
522350,Blatné Revištia,8,SK,93.6%,0.0%,0.0%,0.9%
522368,Bracovce,8,SK,96.9%,0.1%,1.3%,0.1%
522376,Budkovce,8,SK,95.1%,0.9%,0.7%,0.0%
522384,Bunkovce,8,SK,89.0%,0.3%,0.8%,0.0%
522392,Čečehov,8,SK,94.0%,0.0%,1.0%,0.0%
522406,Dúbravka,8,SK,95.3%,0.6%,0.0%,0.9%
522414,Falkušovce,8,SK,90.9%,0.2%,2.0%,1.4%
522422,Fekišovce,8,SK,97.2%,0.0%,0.3%,0.0%
522431,Hatalov,8,SK,94.3%,0.4%,2.9%,0.3%
522449,Hažín,8,SK,97.9%,0.0%,0.0%,0.6%
522457,Hlivištia,8,SK,96.2%,1.6%,0.0%,0.3%
522465,Hnojné,8,SK,88.8%,0.0%,4.7%,0.0%
522473,Horňa,8,SK,96.7%,0.0%,0.0%,0.6%
522481,Horovce (MI),8,SK,97.1%,0.5%,0.6%,0.0%
522490,Husák,8,SK,87.5%,4.0%,0.0%,0.0%
522503,Choňkovce,8,SK,93.8%,0.2%,0.0%,2.2%
522511,Iňačovce,8,SK,95.9%,0.1%,0.8%,0.2%
522520,Inovce,8,SK,86.0%,0.0%,0.0%,10.6%
522538,Jasenov (SO),8,SK,96.9%,0.3%,0.0%,0.3%
522546,Jastrabie pri Michalovciach,8,SK,97.0%,0.3%,0.7%,0.0%
522554,Jenkovce,8,SK,89.6%,0.2%,0.0%,0.2%
522562,Jovsa,8,SK,94.0%,0.5%,1.2%,0.0%
522571,Kačanov,8,SK,98.8%,0.0%,0.4%,0.0%
522589,Kaluža,8,SK,95.0%,0.2%,0.0%,0.5%
522597,Klokočov (MI),8,SK,97.3%,0.0%,0.0%,1.2%
522601,Kolibabovce,8,SK,89.0%,0.0%,0.0%,0.0%
522627,Koňuš,8,SK,95.8%,0.3%,0.0%,0.3%
522635,Zemplínske Kopčany,8,SK,85.0%,9.9%,1.6%,0.0%
522643,Koromľa,8,SK,97.6%,0.0%,0.2%,0.5%
522651,Krásnovce,8,SK,97.0%,0.0%,0.0%,0.5%
522660,Krčava,8,SK,86.2%,2.4%,0.0%,0.2%
522678,Kristy,8,SK,91.2%,0.0%,1.8%,0.0%
522686,Kusín,8,SK,94.8%,0.0%,0.0%,0.3%
522694,Lastomír,8,SK,97.0%,0.0%,0.6%,0.2%
522708,Laškovce,8,SK,91.4%,0.0%,5.4%,0.0%
522716,Lekárovce,8,SK,95.9%,1.3%,0.0%,0.0%
522724,Lesné,8,SK,90.7%,0.4%,5.3%,0.2%
522732,Ložín,8,SK,97.7%,0.1%,0.5%,0.0%
522741,Lúčky (MI),8,SK,91.7%,0.0%,4.6%,0.2%
522759,Malčice,8,SK,89.5%,0.0%,2.1%,0.1%
522767,Malé Raškovce - Kisráska,8,SK,63.5%,34.7%,0.0%,0.0%
522783,Markovce,8,SK,91.5%,0.0%,3.5%,0.1%
522791,Moravany,8,SK,96.9%,0.0%,0.1%,0.3%
522805,Nacina Ves,8,SK,96.0%,0.0%,1.5%,0.1%
522813,Nižná Rybnica,8,SK,93.4%,0.2%,0.0%,1.5%
522821,Nižné Nemecké,8,SK,93.9%,0.3%,0.0%,0.9%
522830,Orechová,8,SK,94.2%,1.2%,0.8%,0.0%
522848,Oreské (MI),8,SK,97.4%,0.2%,0.0%,0.0%
522856,Ostrov (SO),8,SK,92.4%,0.0%,1.2%,0.3%
522864,Palín,8,SK,93.4%,0.5%,0.8%,0.1%
522872,Pavlovce nad Uhom,8,SK,88.4%,0.4%,4.6%,0.0%
522881,Petrikovce,8,SK,92.1%,1.0%,0.5%,0.0%
522899,Petrovce (SO),8,SK,97.5%,0.5%,0.0%,0.0%
522902,Petrovce nad Laborcom,8,SK,95.9%,0.1%,1.4%,0.1%
522911,Pinkovce,8,SK,96.7%,0.0%,0.0%,0.6%
522929,Podhoroď,8,SK,85.2%,0.6%,0.3%,3.9%
522937,Porostov,8,SK,98.5%,0.0%,0.0%,0.0%
522945,Poruba pod Vihorlatom,8,SK,97.5%,0.0%,0.0%,0.8%
